tractID,Median household income in the past 12 months (in 2024 inflation-adjusted dollars),Total:_x,Owner occupied,Renter occupied,Total:_y,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races:,Two races including Some Other Race,"Two races excluding Some Other Race, and three or more races",Median value (dollars),Total:,Less than 10.0 percent,10.0 to 14.9 percent,15.0 to 19.9 percent,20.0 to 24.9 percent,25.0 to 29.9 percent,30.0 to 34.9 percent,35.0 to 39.9 percent,40.0 to 49.9 percent,50.0 percent or more,Not computed,pct_owner_occ,pct_renter_occ,pct_white,pct_black,pct_asian,pct_amer_indian,pct_pacific_isl,pct_other_race,pct_two_plus_race,pct_renter_cost_burdened,pct_renter_severely_burdened,TRACTCE,GEOID
220.05,134183.0,2106,1236,870,4557,2504,127,89,1095,0,198,544,270,274,810500.0,870,89,51,98,250,44,66,85,86,101,0,0.5868945868945868,0.4131054131054131,0.5494843098529735,0.027869212201009436,0.24028966425279788,0.019530392802282203,0.0,0.043449637919684,0.11937678297125302,0.38850574712643676,0.11609195402298851,022005,53033022005
220.06,139125.0,1945,1210,735,4541,2781,10,0,1272,0,100,378,207,171,885000.0,735,17,165,76,219,30,36,54,10,114,14,0.622107969151671,0.37789203084832906,0.612420171768333,0.002202158114952654,0.28011451222197753,0.0,0.0,0.022021581149526535,0.08324157674521031,0.291156462585034,0.15510204081632653,022006,53033022006
221.01,174891.0,2044,1739,305,5070,3956,84,19,451,0,118,442,138,304,942600.0,305,0,15,46,47,33,20,37,0,92,15,0.8507827788649707,0.14921722113502936,0.780276134122288,0.016568047337278107,0.08895463510848126,0.003747534516765286,0.0,0.023274161735700197,0.08717948717948718,0.4885245901639344,0.3016393442622951,022101,53033022101
221.02,186641.0,2321,1882,439,6641,4004,27,10,1465,0,136,999,732,267,1134700.0,439,0,34,86,88,39,16,22,58,85,11,0.8108573890564412,0.1891426109435588,0.6029212468001807,0.004065652763138082,0.22059930733323294,0.001505797319680771,0.0,0.020478843547658485,0.15042915223610903,0.4123006833712984,0.19362186788154898,022102,53033022102
222.01,132500.0,1748,1189,559,4371,3211,41,0,552,0,70,497,198,299,900700.0,559,0,40,78,123,11,95,4,0,163,45,0.6802059496567505,0.3197940503432494,0.7346145046900023,0.009380004575611988,0.1262868908716541,0.0,0.0,0.01601464195836193,0.11370395790436971,0.46869409660107336,0.29159212880143115,022201,53033022201
222.03,142895.0,2320,1530,790,5665,3740,0,0,1357,0,23,545,327,218,1238400.0,790,22,72,98,239,24,0,48,69,195,23,0.6594827586206896,0.34051724137931033,0.6601941747572816,0.0,0.23954104148278907,0.0,0.0,0.004060017652250662,0.09620476610767872,0.3949367088607595,0.2468354430379747,022203,53033022203
222.04,146319.0,1293,960,333,3247,2335,3,0,451,7,123,328,123,205,1008200.0,333,48,41,40,36,51,37,27,19,34,0,0.7424593967517401,0.25754060324825984,0.719125346473668,0.0009239297813366184,0.13889744379427163,0.0,0.0021558361564521095,0.03788112103480135,0.10101632275947028,0.35135135135135137,0.1021021021021021,022204,53033022204
222.05,126393.0,2041,709,1332,4201,2922,125,0,550,0,89,515,232,283,836300.0,1332,31,149,380,110,165,84,48,0,286,79,0.3473787359137678,0.6526212640862322,0.6955486788859795,0.029754820280885504,0.1309212092358962,0.0,0.0,0.021185432039990477,0.12258985955724827,0.3138138138138138,0.2147147147147147,022205,53033022205
223,204844.0,1058,1028,30,2699,1924,76,0,461,0,0,238,43,195,1355500.0,30,0,0,13,0,0,9,0,0,0,8,0.9716446124763705,0.02835538752362949,0.712856613560578,0.028158577250833643,0.17080400148203037,0.0,0.0,0.0,0.08818080770655798,0.3,0.0,022300,53033022300
224.01,147344.0,1516,835,681,3570,2603,0,0,384,0,202,381,194,187,1654700.0,681,31,160,0,79,39,37,73,84,147,31,0.5507915567282322,0.4492084432717678,0.7291316526610644,0.0,0.10756302521008404,0.0,0.0,0.05658263305322129,0.10672268907563025,0.5007342143906021,0.21585903083700442,022401,53033022401
224.02,143125.0,2902,1450,1452,5964,4946,1,16,397,0,120,484,179,305,,1452,89,144,374,147,66,216,23,84,299,10,0.4996554100620262,0.5003445899379738,0.829309188464118,0.00016767270288397049,0.06656606304493629,0.0026827632461435278,0.0,0.02012072434607646,0.08115358819584172,0.4283746556473829,0.2059228650137741,022402,53033022402
225.01,217011.0,1655,1274,381,4475,2868,278,69,743,8,196,313,82,231,1615500.0,381,51,12,68,8,98,26,10,51,40,17,0.7697885196374622,0.23021148036253777,0.6408938547486034,0.06212290502793296,0.16603351955307263,0.015418994413407822,0.001787709497206704,0.04379888268156425,0.06994413407821229,0.3333333333333333,0.10498687664041995,022501,53033022501
225.02,155417.0,2541,1283,1258,4429,2824,0,0,710,0,151,744,535,209,1107700.0,1258,167,95,259,98,103,96,112,117,189,22,0.5049193231011413,0.4950806768988587,0.6376157146082637,0.0,0.16030706705802664,0.0,0.0,0.034093474825016935,0.16798374350869272,0.40858505564387915,0.15023847376788554,022502,53033022502
226.03,155000.0,2640,1766,874,5991,3098,221,0,1991,0,82,599,56,543,1141300.0,874,40,104,61,69,95,0,201,99,157,48,0.668939393939394,0.33106060606060606,0.5171089968285763,0.03688866633283258,0.3323318310799533,0.0,0.0,0.013687197462860958,0.099983308295777,0.522883295194508,0.17963386727688788,022603,53033022603
226.04,226058.0,1919,1513,406,5142,3082,109,13,1338,0,92,508,111,397,1488700.0,406,15,99,51,31,119,12,9,23,37,10,0.7884314747264201,0.21156852527358,0.5993776740567872,0.021197977440684558,0.2602100350058343,0.002528199144301828,0.0,0.017891870867366783,0.09879424348502529,0.19950738916256158,0.09113300492610837,022604,53033022604
226.05,121371.0,2886,1324,1562,7324,3927,25,0,1930,0,472,970,707,263,1091700.0,1562,16,173,295,323,176,188,79,20,277,15,0.4587664587664588,0.5412335412335413,0.536182413981431,0.003413435281267067,0.2635172037138176,0.0,0.0,0.06444565811032223,0.1324412889131622,0.36107554417413573,0.17733674775928296,022605,53033022605
226.06,165707.0,2428,1729,699,6087,2902,84,43,2513,0,111,434,231,203,1149500.0,699,77,63,0,126,24,77,0,182,131,19,0.7121087314662273,0.28789126853377267,0.47675373747330374,0.013799901429275506,0.4128470510924922,0.007064235255462461,0.0,0.018235584031542632,0.07129949071792345,0.5579399141630901,0.18741058655221746,022606,53033022606
227.01,184125.0,1657,647,1010,3049,2106,67,12,663,0,14,187,21,166,1592000.0,1010,116,200,144,109,44,62,41,91,195,8,0.3904646952323476,0.6095353047676524,0.6907182682846835,0.02197441784191538,0.2174483437192522,0.003935716628402755,0.0,0.0045916693998032145,0.06133158412594293,0.38514851485148516,0.19306930693069307,022701,53033022701
227.02,236797.0,1267,988,279,4194,2842,41,13,760,0,94,444,173,271,,279,18,7,30,35,33,27,13,47,69,0,0.7797947908445146,0.2202052091554854,0.6776347162613257,0.00977587029089175,0.18121125417262757,0.003099666189794945,0.0,0.02241297091082499,0.10586552217453506,0.5591397849462365,0.24731182795698925,022702,53033022702
227.03,245036.0,1053,842,211,2985,1776,8,5,580,0,247,369,78,291,1535700.0,211,19,24,48,41,12,6,20,4,32,5,0.7996201329534662,0.2003798670465337,0.5949748743718593,0.002680067001675042,0.19430485762144054,0.0016750418760469012,0.0,0.08274706867671691,0.12361809045226131,0.2938388625592417,0.15165876777251186,022703,53033022703
228.02,168280.0,2474,1527,947,6701,3040,45,13,2515,0,494,594,117,477,979000.0,947,93,161,74,128,164,93,19,33,135,47,0.6172190784155214,0.3827809215844786,0.4536636322936875,0.006715415609610506,0.3753171168482316,0.0019400089538874794,0.0,0.07372034024772423,0.08864348604685868,0.29567053854276665,0.14255543822597677,022802,53033022802
228.03,175278.0,4150,716,3434,8604,3155,407,0,4657,0,187,198,134,64,1592500.0,3434,223,461,718,507,262,356,109,52,636,110,0.1725301204819277,0.8274698795180723,0.3666899116689912,0.047303579730357974,0.5412598791259879,0.0,0.0,0.021734077173407716,0.02301255230125523,0.3357600465928946,0.18520675596971461,022803,53033022803
228.04,107038.0,2282,493,1789,4654,1622,172,0,2307,222,38,293,100,193,466400.0,1789,146,208,209,232,341,65,176,37,320,55,0.21603856266432953,0.7839614373356705,0.3485174043833262,0.03695745595186936,0.4957026214009454,0.0,0.047700902449505804,0.008165019338203695,0.06295659647614955,0.33426495248742316,0.17887087758524314,022804,53033022804
228.05,163936.0,1669,774,895,3430,1231,24,0,1959,0,25,191,115,76,,895,120,224,153,150,14,25,0,49,122,38,0.46375074895146795,0.536249251048532,0.35889212827988337,0.006997084548104956,0.571137026239067,0.0,0.0,0.007288629737609329,0.055685131195335275,0.21899441340782122,0.13631284916201117,022805,53033022805
229.01,188672.0,1092,853,239,3178,1979,0,0,977,5,60,157,28,129,1251900.0,239,21,18,57,18,22,0,9,56,34,4,0.7811355311355311,0.21886446886446886,0.6227186910006294,0.0,0.30742605412208934,0.0,0.0015733165512901196,0.018879798615481436,0.04940213971050975,0.41422594142259417,0.14225941422594143,022901,53033022901
229.02,211797.0,2552,2004,548,6762,4430,6,0,1722,0,106,498,106,392,1324700.0,548,113,82,74,70,61,46,0,74,28,0,0.7852664576802508,0.21473354231974923,0.6551316178645371,0.0008873114463176575,0.2546583850931677,0.0,0.0,0.01567583555161195,0.07364685004436557,0.27007299270072993,0.051094890510948905,022902,53033022902
230,184332.0,2925,1564,1361,7398,3432,52,16,2605,0,216,1077,331,746,1273300.0,1361,68,179,273,146,240,141,98,24,159,33,0.5347008547008547,0.4652991452991453,0.46390916463909165,0.007028926736955934,0.3521221951878886,0.0021627466882941336,0.0,0.029197080291970802,0.14557988645579886,0.3100661278471712,0.11682586333578251,023000,53033023000
231,206705.0,1403,1101,302,4039,2237,87,11,1358,0,20,326,192,134,1110400.0,302,47,58,77,74,29,0,17,0,0,0,0.7847469707769066,0.21525302922309336,0.5538499628620945,0.02153998514483783,0.3362218370883882,0.002723446397623174,0.0,0.0049517207229512255,0.08071304778410497,0.056291390728476824,0.0,023100,53033023100
232.01,116683.0,2555,911,1644,6256,1642,146,0,4002,0,88,378,280,98,939700.0,1644,134,302,216,106,257,118,193,33,285,0,0.35655577299412916,0.6434442270058709,0.2624680306905371,0.023337595907928388,0.6397058823529411,0.0,0.0,0.014066496163682864,0.060421994884910485,0.38260340632603407,0.17335766423357665,023201,53033023201
232.02,99436.0,1921,801,1120,5554,1809,201,10,2087,0,1092,355,204,151,1128600.0,1120,36,53,312,134,54,98,23,35,286,89,0.41697032795419053,0.5830296720458095,0.325711199135758,0.036190133237306445,0.3757652142599928,0.0018005041411595247,0.0,0.19661505221462008,0.06391789701116313,0.39464285714285713,0.25535714285714284,023202,53033023202
233,180928.0,2455,1858,597,7388,3538,806,0,1950,0,154,940,279,661,1174800.0,597,104,99,81,53,17,75,63,0,59,46,0.7568228105906314,0.24317718940936864,0.47888467785598265,0.10909583107742285,0.26394152680021654,0.0,0.0,0.020844612885760692,0.12723335138061723,0.32998324958123953,0.09882747068676717,023300,53033023300
234.01,171144.0,1671,1008,663,4546,1412,64,0,2041,0,297,732,268,464,1076000.0,663,28,65,250,87,26,75,10,35,79,8,0.6032315978456014,0.39676840215439857,0.31060272767267927,0.014078310602727673,0.44896612406511216,0.0,0.0,0.06533216014078311,0.16102067751869775,0.30015082956259426,0.1191553544494721,023401,53033023401
234.03,172891.0,1437,1119,318,4076,2208,52,18,1398,0,75,325,155,170,1212600.0,318,0,69,29,55,8,17,0,20,96,24,0.778705636743215,0.22129436325678498,0.5417075564278705,0.012757605495583905,0.34298331697742884,0.004416094210009814,0.0,0.018400392541707555,0.07973503434739941,0.41823899371069184,0.3018867924528302,023403,53033023403
234.04,193750.0,1293,1020,273,3575,2577,91,0,536,51,100,220,27,193,1198600.0,273,0,96,42,7,29,43,8,8,0,40,0.7888631090487239,0.2111368909512761,0.7208391608391609,0.025454545454545455,0.14993006993006994,0.0,0.014265734265734267,0.027972027972027972,0.06153846153846154,0.21611721611721613,0.0,023404,53033023404
235,157102.0,1529,949,580,4027,2279,142,2,1151,74,103,276,109,167,1535100.0,580,28,50,116,73,64,14,38,41,152,4,0.6206671026814912,0.37933289731850883,0.5659299726843804,0.03526198162403774,0.2858207102061088,0.0004966476285075739,0.018375962254780234,0.025577352868140054,0.0685373727340452,0.4224137931034483,0.2620689655172414,023500,53033023500
236.01,163646.0,2106,1017,1089,4782,2167,101,37,1930,0,78,469,154,315,1513100.0,1089,52,179,171,92,34,10,51,107,385,8,0.4829059829059829,0.5170940170940171,0.45315767461313256,0.02112086992890004,0.40359682141363445,0.007737348389795065,0.0,0.01631116687578419,0.09807611877875366,0.5078053259871441,0.35353535353535354,023601,53033023601
236.03,134733.0,2623,932,1691,6176,1441,516,0,2873,0,107,1239,870,369,1418800.0,1691,159,311,182,101,253,0,62,77,423,123,0.3553183377811666,0.6446816622188334,0.23332253886010362,0.08354922279792747,0.4651878238341969,0.0,0.0,0.017325129533678756,0.20061528497409326,0.332347723240686,0.25014784151389713,023603,53033023603
236.04,125000.0,2552,1171,1381,6594,2476,162,14,2722,0,758,462,301,161,1149300.0,1381,62,247,75,221,117,155,68,74,305,57,0.4588557993730408,0.5411442006269592,0.3754928723081589,0.02456778889899909,0.41279951471034276,0.0021231422505307855,0.0,0.11495298756445253,0.07006369426751592,0.4359160028964518,0.22085445329471398,023604,53033023604
237.01,215938.0,1743,1048,695,4344,2256,34,20,1483,69,73,409,156,253,1755800.0,695,85,122,149,120,56,38,49,25,51,0,0.6012621916236374,0.3987378083763626,0.5193370165745856,0.007826887661141806,0.341390423572744,0.004604051565377533,0.015883977900552487,0.01680478821362799,0.09415285451197053,0.23453237410071942,0.07338129496402877,023701,53033023701
237.02,138702.0,813,86,727,1404,353,61,0,958,0,0,32,17,15,710800.0,727,14,126,131,124,93,19,22,16,160,22,0.1057810578105781,0.8942189421894219,0.2514245014245014,0.04344729344729345,0.6823361823361823,0.0,0.0,0.0,0.022792022792022793,0.2984869325997249,0.2200825309491059,023702,53033023702
238.01,140375.0,1577,634,943,3307,1379,0,0,1611,41,47,229,90,139,1561100.0,943,73,153,138,153,131,102,26,35,84,48,0.4020291693088142,0.5979708306911858,0.4169942546114303,0.0,0.48714847293619595,0.0,0.012397943755669792,0.014212276988206833,0.06924705170849713,0.26193001060445387,0.08907741251325557,023801,53033023801
238.05,170134.0,2295,216,2079,3877,1181,42,0,1987,0,61,606,325,281,750000.0,2079,138,422,455,283,138,25,53,80,324,161,0.09411764705882353,0.9058823529411765,0.3046169718854785,0.010833118390508125,0.5125096724271344,0.0,0.0,0.0157338148052618,0.15630642249161722,0.23184223184223185,0.15584415584415584,023805,53033023805
238.06,168782.0,2458,173,2285,4006,1429,136,0,2177,0,202,62,0,62,871300.0,2285,150,270,678,257,124,130,68,176,371,61,0.07038242473555736,0.9296175752644427,0.35671492760858714,0.03394907638542187,0.5434348477284074,0.0,0.0,0.050424363454817774,0.01547678482276585,0.32603938730853393,0.16236323851203502,023806,53033023806
238.07,200428.0,3525,726,2799,5905,2525,86,15,2637,0,58,584,185,399,1577800.0,2799,425,545,545,328,196,255,128,72,276,29,0.20595744680851064,0.7940425531914893,0.42760372565622357,0.014563928873835733,0.44657070279424216,0.002540220152413209,0.0,0.009822184589331075,0.09889923793395428,0.2611647016791711,0.09860664523043944,023807,53033023807
238.08,150438.0,1743,225,1518,2372,694,107,4,1244,0,58,265,96,169,1092200.0,1518,132,440,148,265,183,58,0,38,238,16,0.12908777969018934,0.8709122203098106,0.2925801011804384,0.045109612141652614,0.524451939291737,0.0016863406408094434,0.0,0.024451939291736932,0.11172006745362563,0.22002635046113306,0.15678524374176547,023808,53033023808
239.01,173365.0,1797,1037,760,4678,2403,85,27,1272,0,187,704,136,568,,760,12,124,59,133,62,11,69,30,204,56,0.577072899276572,0.42292710072342793,0.5136810602821719,0.018170158187259512,0.27191107310816587,0.005771697306541257,0.0,0.03997434801197093,0.15049166310389056,0.4131578947368421,0.26842105263157895,023901,53033023901
239.02,,1021,922,99,2709,1621,0,0,897,0,0,191,30,161,,99,13,50,12,0,12,0,0,0,0,12,0.9030362389813908,0.0969637610186092,0.598375784422296,0.0,0.33111849390919157,0.0,0.0,0.0,0.07050572166851236,0.0,0.0,023902,53033023902
240.01,171146.0,1742,1130,612,4566,2227,85,0,1991,0,32,231,97,134,,612,67,40,110,35,94,15,15,36,170,30,0.6486796785304249,0.3513203214695752,0.4877354358300482,0.018615856329391153,0.43604905825667983,0.0,0.0,0.00700832238282961,0.05059132720105125,0.38562091503267976,0.2777777777777778,024001,53033024001
240.02,166410.0,1611,823,788,4184,1934,2,0,2013,0,28,207,72,135,,788,29,87,71,100,83,63,20,35,218,82,0.5108628181253879,0.489137181874612,0.46223709369024857,0.0004780114722753346,0.4811185468451243,0.0,0.0,0.006692160611854685,0.04947418738049713,0.4263959390862944,0.2766497461928934,024002,53033024002
241,,1737,1591,146,4606,2525,0,18,1564,3,25,471,131,340,,146,8,14,25,28,7,19,10,8,17,10,0.9159470351180196,0.08405296488198043,0.5481980026052974,0.0,0.33955709943551887,0.0039079461571862786,0.0006513243595310464,0.005427702996092054,0.1022579244463743,0.3698630136986301,0.11643835616438356,024100,53033024100
242,,1010,803,207,2928,1698,0,5,843,0,18,364,5,359,,207,11,23,4,9,7,11,4,7,100,31,0.7950495049504951,0.20495049504950494,0.5799180327868853,0.0,0.28790983606557374,0.0017076502732240437,0.0,0.006147540983606557,0.12431693989071038,0.5893719806763285,0.4830917874396135,024200,53033024200
243.01,113824.0,2772,824,1948,5088,3095,67,0,1355,0,11,560,105,455,1224500.0,1948,37,305,155,376,142,112,172,95,429,125,0.2972582972582973,0.7027417027417028,0.6082940251572327,0.013168238993710692,0.266312893081761,0.0,0.0,0.002161949685534591,0.11006289308176101,0.41478439425051333,0.2202258726899384,024301,53033024301
243.02,,1348,1114,234,3744,2795,17,0,552,0,33,347,173,174,,234,0,60,35,1,9,0,0,0,122,7,0.8264094955489614,0.17359050445103857,0.7465277777777778,0.004540598290598291,0.14743589743589744,0.0,0.0,0.008814102564102564,0.09268162393162394,0.5213675213675214,0.5213675213675214,024302,53033024302
244,132625.0,1296,502,794,3252,1469,34,0,1434,0,0,315,116,199,1884300.0,794,20,38,154,119,58,57,17,64,237,30,0.3873456790123457,0.6126543209876543,0.4517220172201722,0.010455104551045511,0.44095940959409596,0.0,0.0,0.0,0.09686346863468635,0.4722921914357683,0.29848866498740556,024400,53033024400
245,,1760,1579,181,4966,2971,76,6,1275,0,85,553,165,388,,181,10,0,9,26,27,36,0,8,29,36,0.897159090909091,0.1028409090909091,0.5982682239226742,0.015304067660088603,0.256745871929118,0.0012082158679017317,0.0,0.0171163914619412,0.11135722915827628,0.40331491712707185,0.16022099447513813,024500,53033024500
246.01,,1695,1588,107,4772,3493,7,0,752,0,72,448,183,265,,107,4,10,25,31,7,0,0,0,30,0,0.9368731563421829,0.06312684365781711,0.7319782062028499,0.0014668901927912825,0.15758591785414922,0.0,0.0,0.015088013411567477,0.09388097233864208,0.2803738317757009,0.2803738317757009,024601,53033024601
246.02,,1197,1139,58,3485,2262,33,0,837,0,16,337,31,306,,58,0,15,0,7,24,12,0,0,0,0,0.9515455304928989,0.04845446950710108,0.6490674318507891,0.009469153515064563,0.24017216642754663,0.0,0.0,0.004591104734576757,0.09670014347202295,0.20689655172413793,0.0,024602,53033024602
247.01,152528.0,1419,965,454,3721,1384,87,0,1888,5,139,218,120,98,1209900.0,454,11,11,66,99,62,13,0,30,129,33,0.6800563777307963,0.31994362226920364,0.37194302606826124,0.023380811609782316,0.5073904864283795,0.0,0.0013437248051599033,0.03735554958344531,0.05858640150497178,0.3788546255506608,0.2841409691629956,024701,53033024701
247.03,213309.0,1559,1218,341,4075,2062,79,0,1668,0,35,231,49,182,1198100.0,341,14,44,127,7,19,42,39,29,7,13,0.7812700449005773,0.2187299550994227,0.5060122699386503,0.019386503067484663,0.40932515337423314,0.0,0.0,0.008588957055214725,0.056687116564417175,0.34310850439882695,0.020527859237536656,024703,53033024703
247.04,180625.0,1432,1166,266,4214,1779,100,0,1141,0,173,1021,915,106,1176200.0,266,0,6,17,38,12,43,11,0,104,35,0.8142458100558659,0.1857541899441341,0.4221642145230185,0.023730422401518746,0.2707641196013289,0.0,0.0,0.04105363075462743,0.2422876127195064,0.5939849624060151,0.39097744360902253,024704,53033024704
248,134038.0,2450,1650,800,6459,2854,141,18,2375,0,216,855,571,284,916800.0,800,9,108,30,60,113,0,30,66,384,0,0.673469387755102,0.32653061224489793,0.44186406564483666,0.02183000464468184,0.367703978944109,0.002786809103576405,0.0,0.03344170924291686,0.13237343241987923,0.6,0.48,024800,53033024800
249.01,219539.0,1635,1418,217,4849,1348,7,48,3152,0,103,191,23,168,1649200.0,217,13,12,40,51,15,12,10,7,42,15,0.8672782874617737,0.1327217125382263,0.2779954629820582,0.0014435966178593523,0.6500309342132399,0.009898948236749845,0.0,0.021241493091359042,0.03938956485873376,0.3271889400921659,0.1935483870967742,024901,53033024901
249.02,242500.0,1414,1268,146,4349,1966,106,9,1876,0,125,267,57,210,1412300.0,146,21,17,14,26,19,9,0,0,33,7,0.8967468175388967,0.10325318246110325,0.45205794435502417,0.02437341917682226,0.43136353184640147,0.002069441250862267,0.0,0.028742239595309266,0.061393423775580595,0.2876712328767123,0.22602739726027396,024902,53033024902
249.04,,1015,923,92,2909,648,107,0,1991,15,5,143,46,97,1553900.0,92,7,10,24,5,0,0,0,0,45,1,0.90935960591133,0.09064039408866995,0.2227569611550361,0.036782399449982815,0.6844276383636989,0.0,0.005156411137848058,0.0017188037126160192,0.04915778618081815,0.4891304347826087,0.4891304347826087,024904,53033024904
249.05,240568.0,1403,1263,140,3796,1299,0,0,2065,0,92,340,113,227,1570100.0,140,27,0,22,21,0,31,12,5,22,0,0.9002138275124733,0.09978617248752673,0.3422023182297155,0.0,0.5439936775553214,0.0,0.0,0.02423603793466807,0.08956796628029505,0.5,0.15714285714285714,024905,53033024905
250.01,167917.0,2163,1320,843,5599,2179,105,6,2332,28,447,502,101,401,1078800.0,843,0,66,84,62,93,18,147,60,313,0,0.6102635228848821,0.3897364771151179,0.3891766386854795,0.01875334881228791,0.4165029469548134,0.0010716199321307376,0.005000893016610109,0.07983568494373995,0.08965886765493838,0.638196915776987,0.37129300118623965,025001,53033025001
250.05,155855.0,2660,1502,1158,6352,2176,344,0,2720,0,48,1064,137,927,1458600.0,1158,42,16,119,227,194,34,53,48,325,100,0.5646616541353383,0.43533834586466164,0.3425692695214106,0.05415617128463476,0.4282115869017632,0.0,0.0,0.007556675062972292,0.16750629722921914,0.39723661485319517,0.28065630397236613,025005,53033025005
250.06,186278.0,2687,1961,726,6731,3558,86,0,2309,65,91,622,198,424,1101000.0,726,25,66,70,139,30,44,0,36,303,13,0.7298101972459993,0.27018980275400073,0.5285990194621899,0.012776704798692617,0.3430396672114099,0.0,0.009656811766453721,0.01351953647303521,0.09240826028821869,0.5275482093663911,0.41735537190082644,025006,53033025006
250.07,140685.0,1813,1034,779,4791,2220,383,11,1570,31,107,469,275,194,1738000.0,779,0,12,76,148,0,34,85,128,273,23,0.5703254274682846,0.42967457253171537,0.4633688165309956,0.07994155708620329,0.3276977666457942,0.00229597161344187,0.0064704654560634525,0.022333542058025464,0.0978918806094761,0.6675224646983312,0.3504492939666239,025007,53033025007
250.08,,864,751,113,2533,1510,3,0,877,0,10,133,82,51,1827800.0,113,0,0,13,6,13,6,75,0,0,0,0.8692129629629629,0.13078703703703703,0.5961310698776154,0.0011843663639952626,0.34622976707461506,0.0,0.0,0.0039478878799842085,0.05250690880378997,0.7168141592920354,0.0,025008,53033025008
251.01,128447.0,2080,1295,785,6208,2959,80,0,1484,0,502,1183,632,551,863000.0,785,0,44,93,112,151,77,102,0,206,0,0.6225961538461539,0.37740384615384615,0.47664304123711343,0.01288659793814433,0.23904639175257733,0.0,0.0,0.08086340206185567,0.19056056701030927,0.49044585987261147,0.2624203821656051,025101,53033025101
251.03,139167.0,1506,1114,392,4243,1474,151,0,1827,0,278,513,117,396,838400.0,392,44,29,26,22,8,88,26,33,49,67,0.7397078353253652,0.2602921646746348,0.3473957105821353,0.03558802733914683,0.4305915625736507,0.0,0.0,0.06551967947207164,0.12090502003299552,0.5,0.125,025103,53033025103
251.04,190640.0,1274,1109,165,4358,1229,182,9,2025,0,110,803,246,557,893500.0,165,0,9,0,20,74,8,0,38,16,0,0.8704866562009419,0.12951334379905807,0.2820100963744837,0.041762276273519965,0.4646626893070216,0.002065167508031207,0.0,0.025240936209270308,0.18425883432767323,0.37575757575757573,0.09696969696969697,025104,53033025104
252.01,126786.0,1572,1170,402,3807,1529,338,6,1510,0,39,385,55,330,686700.0,402,0,18,25,69,57,17,0,61,110,45,0.7442748091603053,0.25572519083969464,0.4016285789335435,0.08878381928027318,0.3966377725242973,0.0015760441292356187,0.0,0.01024428684003152,0.10112949829261886,0.46766169154228854,0.2736318407960199,025201,53033025201
252.02,120359.0,1922,1113,809,4609,2143,193,14,913,76,200,1070,588,482,748400.0,809,85,29,98,106,24,244,20,81,95,27,0.5790842872008325,0.4209157127991675,0.4649598611412454,0.041874593187242355,0.19809069212410502,0.0030375352571056628,0.01648947711000217,0.04339336081579518,0.23215448036450423,0.5438813349814586,0.11742892459826947,025202,53033025202
253.02,58243.0,2982,545,2437,4921,2525,622,81,970,46,207,470,102,368,536900.0,2437,46,95,206,174,473,224,192,190,817,20,0.18276324614352785,0.8172367538564722,0.5131070920544605,0.1263970737654948,0.19711440764072344,0.01646006909164804,0.009347693558219874,0.042064621011989434,0.09550904287746392,0.5839146491588018,0.3352482560525236,025302,53033025302
253.03,83792.0,1546,153,1393,2527,1341,442,57,396,0,11,280,39,241,609400.0,1393,0,158,125,165,83,94,130,201,342,95,0.09896507115135834,0.9010349288486417,0.5306687772061733,0.1749109616145627,0.15670755836960823,0.022556390977443608,0.0,0.004352987732489117,0.11080332409972299,0.5506101938262742,0.2455132806891601,025303,53033025303
253.04,130521.0,1576,887,689,4153,2644,100,0,1133,0,17,259,49,210,1051900.0,689,0,0,93,195,202,14,29,40,97,19,0.5628172588832487,0.43718274111675126,0.6366482061160607,0.024078979051288224,0.2728148326510956,0.0,0.0,0.0040934264387189985,0.0623645557428365,0.2612481857764877,0.14078374455732948,025304,53033025304
254.01,74067.0,1675,542,1133,3764,1327,329,25,612,0,409,1062,801,261,542700.0,1133,9,14,206,167,73,238,84,25,317,0,0.3235820895522388,0.6764179104477612,0.35255047821466523,0.08740701381509033,0.16259298618490967,0.0066418703506907545,0.0,0.10866099893730075,0.2821466524973433,0.5860547219770521,0.2797881729920565,025401,53033025401
254.02,101864.0,1367,527,840,3486,1348,485,92,609,0,367,585,309,276,555700.0,840,20,35,94,132,151,71,59,74,204,0,0.38551572787125093,0.6144842721287491,0.38668961560527826,0.1391279403327596,0.1746987951807229,0.026391279403327597,0.0,0.10527825588066551,0.16781411359724613,0.4857142857142857,0.24285714285714285,025402,53033025402
255,78800.0,2048,987,1061,5487,2602,755,0,1188,36,236,670,424,246,600100.0,1061,74,49,54,75,193,66,40,199,281,30,0.48193359375,0.51806640625,0.47421177328230363,0.13759795881173684,0.2165117550574084,0.0,0.0065609622744669215,0.043010752688172046,0.12210679788591215,0.5523091423185674,0.2648444863336475,025500,53033025500
256.01,92500.0,1942,1254,688,5425,2357,303,141,1326,238,536,524,258,266,530300.0,688,15,33,83,161,27,137,14,73,145,0,0.6457260556127703,0.35427394438722964,0.4344700460829493,0.05585253456221198,0.24442396313364056,0.02599078341013825,0.04387096774193548,0.09880184331797236,0.09658986175115207,0.5363372093023255,0.21075581395348839,025601,53033025601
